Ref_Motion_Blur_Magnitude,Ref_Motion_Blur_Direction,Current_Motion_Blur_Magnitude,Current_Motion_Blur_Direction,SSIM_u,SSIM_v,SSIM_exx,SSIM_exy,SSIM_eyy,PSNR_u,PSNR_v,PSNR_exx,PSNR_exy,PSNR_eyy
80,45,80,45,0.7490037389981999,0.8846851566759993,0.9673124505346994,0.982384173997249,0.9700087298497686,26.005359356124735,23.101515656096172,36.54479682537356,38.668067307241174,36.75536885304639
80,60,80,60,0.8311286222330103,0.8680907776356241,0.982799559100584,0.9852222624286119,0.9646952568328607,28.90775634681936,22.356146591252852,38.259018288027754,38.53559782930421,36.16782728631543
80,75,80,75,0.9220467313028593,0.8825653583800472,0.985588201871417,0.9768235132590268,0.9533656767818338,26.73569194279708,7.146755154007884,28.01899447955417,28.309715134597354,22.45912704724141
80,85,80,85,0.949107312797636,0.8770857237489309,0.9868478390756481,0.9736819221986676,0.9480734603656684,33.19778317443299,6.607901623384551,26.828306281139568,26.59030468647601,22.19884626466197
80,90,80,90,0.9733741708176623,0.8827328494879298,0.9850682596748729,0.9734720953343402,0.9439944098853217,34.99575297665962,4.621521899121191,25.596555679538646,25.166772259540167,19.784483669267242
85,0,85,0,0.7141546793696706,0.9853362013951228,0.9605405304292087,0.9838971047824061,0.9923073943013622,24.760410087895277,19.088979870886888,31.89178671991239,33.73130605353995,33.389171435533164
85,5,85,5,0.6999049173251294,0.9831322462026751,0.9540627285229594,0.9828377794900209,0.9929724898029206,23.77263667531186,19.339930458533047,31.123428485392264,33.41328358145593,33.472139368949804
85,15,85,15,0.6904218744156578,0.9678972293257977,0.9529963095221734,0.979471183229803,0.9866732111178904,23.509895375248433,16.874637385359115,30.34081263822866,31.554784630986894,31.50660384687281
85,30,85,30,0.693552981962019,0.9249131310401222,0.9510565715823593,0.9798063669028185,0.977741584626618,21.432301553913057,19.866859948971644,28.456318603021277,32.81102654699223,32.478062160808804
85,45,85,45,0.716860527780785,0.8574966553270313,0.9611439231583161,0.9769943019609945,0.9609613531195923,24.598879076752244,18.772256157577253,32.847567194591804,34.021333809575616,31.972172412722802
85,60,85,60,0.8168388241510821,0.852304127120783,0.9796100455783798,0.9806534378038415,0.9548319431823975,27.981514301056297,16.161857209533014,34.07942941702589,34.233509510553446,31.592033688298592
85,75,85,75,0.9050610134535975,0.8550964899993251,0.977772107304787,0.9666624494920124,0.9400006043660815,23.91097900684029,5.189135220363889,26.29098047985058,26.055739063507236,20.357193270902236
85,85,85,85,0.9406232290707169,0.8576826150924065,0.980159240442122,0.9660459961071716,0.935174639728058,30.318124168697235,4.046149797457036,24.74314995562175,24.549028218502485,19.4597687844696
85,90,85,90,0.9659840418841469,0.8702183249903521,0.9798880643234275,0.9659613910082641,0.9387010860320844,33.479644509991275,2.954909821246621,23.766058009713944,23.43032030182698,18.84560219513847
90,0,90,0,0.6968272825264077,0.9829111420023757,0.9544411238220419,0.9821293595932663,0.9909879602352771,23.74049188383851,17.906280630640875,31.049755275950062,32.911541232494365,32.52140461666406
90,5,90,5,0.6816883001119085,0.9806422677939329,0.9502671251209878,0.9801980500899351,0.9916161342157584,23.497827520138735,17.899069093658557,30.09791276338271,32.0191663749687,31.98711787143258
90,15,90,15,0.6755497094861841,0.9647646699311966,0.949697239025149,0.9775461680866252,0.986019558333185,22.9846072857293,16.231976720960073,29.87560195666606,31.174669563069255,31.251636334206534
90,30,90,30,0.6782451371076667,0.911857690678466,0.9460413482004923,0.9757420497461635,0.9727350111273603,19.936555932645806,14.490665713126356,27.159002470889305,29.930244533933568,29.763452700521903
90,45,90,45,0.6953521966456915,0.8425435169462522,0.9567862634217135,0.9731013557918683,0.9562479304927904,24.26138669028212,19.163236937935107,33.324645559333945,34.371161302419424,32.71962886999668
90,60,90,60,0.7764811755664821,0.823346231647178,0.9668509264422117,0.9690552209349326,0.9372639503404359,23.055237528384872,9.54389076308441,29.245343436990527,29.796034465938245,25.048191771174487
90,75,90,75,0.8987866007811565,0.8426861633345865,0.969950778352575,0.9583455004057309,0.9354632878852501,24.054716129725243,4.020242432504865,23.553069565473823,23.28046068213432,20.329398996377957
90,85,90,85,0.9319775643825309,0.8481853171796219,0.9755788308305012,0.960866252618826,0.9318939518362461,30.283132633143257,3.0668136881605523,23.11540448287314,22.772170525663054,19.25603934721932
90,90,90,90,0.9546523205784844,0.8568401463750858,0.9712579528491381,0.9579075023015285,0.9304579912020299,31.059936387486164,1.4275172307755877,21.058343150409584,20.956917600566065,18.13237438643624
95,0,95,0,0.6810751685605135,0.9813847958731452,0.9511078871343241,0.9800774283427474,0.9903567998515861,22.974727295409973,17.597283107847446,30.733010078522533,32.595242549919845,32.31117890805115
95,5,95,5,0.677483746587727,0.9793454431134117,0.9470089398963211,0.9800793165070545,0.9911010174964738,23.823603385025383,17.897663621120692,30.426587076653917,32.05854810937046,31.956842865587184
95,15,95,15,0.6654357565334907,0.9607580944663406,0.9478311357013869,0.9749794548559111,0.9837137654892655,22.217752006778344,15.980163592734831,29.515338189317784,30.931101238841727,31.08159771397354
95,30,95,30,0.6605001828083299,0.9039432718411993,0.9394402082225094,0.9720496589942833,0.9698041324170265,17.961907230527075,14.008461612327894,25.71645035589601,29.487056612437893,28.979589597751488
95,45,95,45,0.6927721669206965,0.8377131497014748,0.9533785514181584,0.9713045553295753,0.952669658671476,22.932371465053762,15.759947810360659,30.61436025855219,32.12580613716286,30.449956661344352
95,60,95,60,0.7692344033659717,0.811125191837962,0.9628150213452816,0.9659897893165713,0.933034395243278,22.548019202097713,8.894583827478186,28.61495754802934,28.748413993513022,24.807734392870984
95,75,95,75,0.8867470322558272,0.8306286173661529,0.9647751436999338,0.9535545333128957,0.9273366154375027,24.491066246620147,2.251709982416226,21.35565536894308,21.31515349744829,19.334447662374444
95,85,95,85,0.9251457438711129,0.8431176431703243,0.9678136722797174,0.9538763889001525,0.9261391366371587,29.533571304177045,1.0960476342504957,20.02722274566578,19.917286206184517,18.81828026873946
95,90,95,90,0.9489465430990046,0.8422588531543599,0.9675073482032022,0.9531445670054982,0.9226503742453075,29.855059812507644,0.13762862342514243,19.606405826380723,19.563598517529787,17.250720289219423
100,0,100,0,0.6511504989744384,0.9779711076609996,0.939678618754837,0.9760144772331418,0.9883272966348546,21.896084194207553,16.003921913487133,29.089088110087555,30.79395550959079,30.533744534132133
100,5,100,5,0.6344685511738064,0.976165603550438,0.9334838430122182,0.9737303161537898,0.9895985301253655,22.10878937400296,16.85998533829793,29.27690277345726,31.174111381096466,31.133289389264185
100,15,100,15,0.6495874511928733,0.9561997399069175,0.9393304621555865,0.972144077463172,0.9826370959222748,21.75900972394516,16.546677603837956,29.20934243881905,30.85715148585468,30.99160733871934
100,30,100,30,0.6334945478287172,0.8920383253809403,0.9315418536915242,0.9697577729229531,0.9672237151273871,18.419099564963798,15.164718088725236,26.17548578144116,29.630647687331773,28.63096475327851
100,45,100,45,0.6609541454775174,0.8194178249944315,0.9463864003313859,0.9679063900309545,0.9478369642036313,22.624215564380094,17.071353398594937,31.14306973011436,32.83384635944074,31.297446632418115
100,60,100,60,0.7419616083859465,0.7823248850885047,0.9505774509152484,0.9554710714270197,0.9207745540945859,19.54214764173547,5.785445357661163,25.424167026981035,25.370150265405897,22.25274488895897
100,75,100,75,0.8781723476441466,0.8101347822813294,0.9588290774476291,0.9463652978533172,0.920354306204534,25.03305988632291,1.0108541705947225,19.810666358476745,19.701865973345193,18.545366858846783
100,85,100,85,0.9160166079624116,0.8103874800579067,0.9632245956014817,0.9459654503899386,0.9144054318704362,28.286876459287335,0.02568074773820196,19.013786453623016,18.92071312212809,17.378325407950626
100,90,100,90,0.9425787894837309,0.8300981397084083,0.9649188547217324,0.9489066833932501,0.9185825303134221,29.309735794734966,-0.09459823238689294,18.906689692632753,18.77940268910949,17.323683031628395
0,0,5,0,0.7105221304203044,0.9842061949028768,0.9713161961329616,0.9930844048344813,0.9955424230280837,26.777651763294696,16.925621197207473,30.70257133784252,32.0841492778354,31.67683728236648
0,0,5,5,0.7367661027119086,0.9836107378390946,0.9748077683091163,0.9939331251040614,0.9958291056865989,27.648504783005137,17.00532256416902,31.109607508061114,32.43079160409933,31.989539999162474
0,0,5,15,0.7817556953226379,0.9807707045123746,0.9828240970466768,0.9963347271297602,0.9972945625731091,29.57033627670677,20.453019553356913,34.75202036526013,36.46825664316394,36.07008629477512
0,0,5,30,0.8210280439472561,0.9656025991236831,0.9893250459255434,0.9968157811662354,0.9964455803225006,31.583172165169458,23.380527202343238,38.42995562063889,40.109828994430146,39.82647253766329
0,0,5,45,0.8343487723094534,0.9411425976406881,0.992286916263531,0.9964436738066146,0.9935852584379775,31.99958268081959,32.36814989920688,43.94369886413734,48.48878109366314,45.76460807737795
0,0,5,60,0.9036343214684501,0.9369811284067139,0.9966995569541751,0.9975892256911265,0.9928634503941803,35.83150338832568,32.870467440542065,47.9862217445646,50.31201951360272,45.383695914479524
0,0,5,75,0.9588639607269525,0.9293225523056307,0.9985784987166533,0.9983362141645943,0.9914609042215281,39.99630370809569,32.55508035604839,51.3194089842034,51.820780133630024,44.996564554042536
0,0,5,85,0.9710723444373227,0.9115191011443864,0.9986467593632312,0.9979455350827257,0.9884470892021925,40.82404188395542,24.702301505990626,43.13873220610773,43.23526258453217,40.00212641535833
0,0,5,90,0.9735732041138585,0.8982960865738192,0.9987614217354019,0.9977427544152808,0.9863134871630331,41.28885139721839,24.48497832648853,43.23305419108987,43.17624987548201,39.652648927006325
0,0,10,0,0.2242225453982823,0.7144635422080257,0.3675453123129065,0.5597575585130617,0.8339645023522086,2.817810330261409,-0.4462693994306207,12.883388656052617,15.909587831308386,16.295867391582128
0,0,10,5,0.23251377231724454,0.6996335172116279,0.4247895206513236,0.6389526324430382,0.8620226904074392,4.262403907328633,0.13482728288509685,14.130684221104863,16.956542600563917,17.169079171562686
0,0,10,15,0.22895227099113855,0.4486855384452612,0.3902914376652537,0.5735930194316192,0.7173095027732529,2.290998998890706,-0.07989120553183618,13.562837338776193,16.266064281937645,16.458725661127076
0,0,10,30,0.22836540984767575,0.33897413893876316,0.376221499135146,0.4791672069104078,0.499733009372493,3.345515454195765,-1.1123317080166903,13.392506416894246,15.272823205214802,15.150142449015034
0,0,10,45,0.2389958038450705,0.3374510111769993,0.46444125743624043,0.5202261563142564,0.46089093141497206,2.6994694064437215,-0.023793783503277714,15.562860246278136,16.672423998960692,15.198620352090126
0,0,10,60,0.24917262493899736,0.33802494199689453,0.5672435587215797,0.5457083146584147,0.4260898054151034,2.1406037660183257,0.4168095649751391,17.366616798804664,17.475493649005433,14.76846562537736
0,0,10,75,0.294904371971172,0.34728420782712527,0.772791345005614,0.6283640338693928,0.4369590976513294,3.698630856281977,0.3993917153094815,19.915374507572746,19.112251885385653,15.10838739351411
0,0,10,85,0.45681270828209203,0.35989229098844866,0.9322241849485193,0.7314177859232547,0.48677410666037263,3.497053893508596,2.2616084859117915,22.09886574010362,21.094849927835458,16.78404940552883
0,0,10,90,0.47844783081146475,0.34466403938997253,0.9000007327408274,0.6309968863700918,0.41790023588314223,3.5554396833956865,0.9813431072623878,20.52488331018928,19.261917662546807,14.759091670489353
0,0,15,0,0.2147904112419591,0.40253960681383955,0.2571052899557912,0.3164959389988631,0.46715314229686494,-2.4247996678251,-4.335702496690357,6.157822345668269,10.350840159719958,11.067247827099733
0,0,15,5,0.21774805412505258,0.37050220415696367,0.2624664630594351,0.331758790672123,0.4785302988253427,-1.4031671312106753,-3.965321121187052,6.888290166072536,10.78710650669446,11.427770455486527
0,0,15,15,0.21678255420165748,0.2911480610928307,0.259802773637871,0.3159396345103889,0.3713422439921583,-1.9666067830118081,-4.246752820726896,6.29089473895246,10.508136801313597,11.048982940250438
0,0,15,30,0.21626534561624863,0.28149915236233225,0.2658851737384799,0.3191280112827483,0.32113500911024745,-0.5734899976424919,-4.344464518147635,7.59261929191625,10.58206914399105,10.588342080981212
0,0,15,45,0.21954615037036934,0.2752688481332395,0.28265966790501784,0.3084007340723324,0.29085061244822213,0.6994531667874188,-5.251057042234564,8.906510774322086,10.157993555463419,9.180250451472638
0,0,15,60,0.2290508340263236,0.28726272794063956,0.32553025003180497,0.32962952383816474,0.29409026597205895,4.2234197262747655,-5.249188310796956,10.809408363262998,10.886675485621744,8.66852917174918
0,0,15,75,0.24797364334501104,0.28556880073301694,0.3923391744453918,0.3346513949992513,0.2885181757424001,9.367378829993385,-5.77765161362494,11.761944738074778,10.99815244103022,7.7595649366638195
0,0,15,85,0.363032613946617,0.2996913688336393,0.5468229382288379,0.3726571435380127,0.30641863335585257,16.66995545745372,-4.591848522856473,13.453017741240798,12.329537776252614,8.753045313840063
0,0,15,90,0.43965022967325595,0.2945991794147696,0.5330418885155581,0.3556983293900529,0.294251884700631,17.827345881998916,-5.466003767024232,12.757250203138376,11.518513525570462,7.405093810322021
0,0,20,0,0.2122974298227384,0.2744028686985907,0.2371852051517257,0.25192960020443605,0.3005923964933518,-6.386266369094323,-7.236726099557844,2.5113451007231093,7.342373167990861,8.344824459176664
0,0,20,5,0.21089095689789122,0.2585474579130887,0.23149821572726387,0.2521536533080027,0.2945313874556392,-5.8586976153894375,-7.248102234184071,2.4339965763675604,7.479504938222701,8.3173508966088
0,0,20,15,0.2101357504979735,0.23874073119068726,0.23061405453188077,0.24999827327870264,0.2623160980844625,-6.654997389330903,-7.568209016676879,2.4643280768136107,7.181188667412042,7.831812009723292
0,0,20,30,0.20970735095028326,0.23861682972827208,0.23273755311829145,0.2524278639976455,0.24915611416243197,-5.694780259543435,-7.890943528848133,3.8278880874055417,7.046819426088838,6.932545164183022
0,0,20,45,0.2107079911237534,0.24123310124130237,0.2417465966802674,0.2565823916426854,0.24927252712663642,-3.9235301494894594,-8.63105425799303,5.237678488529596,6.961429718036874,5.633803260221453
0,0,20,60,0.21480925874820378,0.2418988288779345,0.2539949762169558,0.2634144934610331,0.24586055112699007,-1.4418288377803459,-8.771651278155515,7.200268209173943,7.454958849727969,4.924743390264726
0,0,20,75,0.2258583638294077,0.24262365230124192,0.27555138428151466,0.26361621376307887,0.24718030323819545,1.6517218859358975,-9.590106209961768,7.966822393036583,7.035021866039615,3.734693503880643
0,0,20,85,0.24369914620946506,0.2586141502517185,0.341447545033983,0.28743082096975303,0.2586072414674705,3.456960781666993,-8.686815528802537,9.818410152642612,8.496644873322467,4.363050386357029
0,0,20,90,0.25955335380771327,0.2582255329542268,0.349990042333566,0.2871927643890226,0.2647961377083373,3.907590330921834,-9.204309317054356,9.726751350001216,8.147030954021258,3.907449036909913
0,0,25,0,0.2120207807705322,0.24360300405132032,0.22902857042527108,0.23534119187787472,0.2496297909490219,-8.674718864897619,-8.81515227228322,0.21487342398170658,5.262541572296493,6.353350722863826
0,0,25,5,0.21228555476614777,0.2324704238588795,0.2222859677606615,0.23010002629867501,0.24144447091457408,-8.516878269931281,-9.188873127635981,0.2519154096625121,5.16417423629523,6.130556744510239
0,0,25,15,0.20870786431168803,0.22976731527230967,0.22427210364243813,0.23246115917999063,0.2410896986604747,-8.450889180298791,-9.354970750500375,1.0870422081611344,5.495084949108624,6.074198405553003
0,0,25,30,0.2094801239122232,0.22376657796585048,0.2204783203437445,0.22671507283536618,0.2259468287343209,-7.365591284763921,-10.820884545309223,0.8233376017265847,4.406387377686015,4.285057645708962
0,0,25,45,0.2099634762517672,0.22380146198691267,0.22088189210066855,0.23054341945680623,0.22761037981275303,-5.530682375246913,-10.692772965717419,2.8985429695064036,4.939463064801326,3.623642107041771
0,0,25,60,0.21294752859798893,0.23040799801179146,0.2335957960419168,0.24004325098810994,0.23321294638614895,-2.2771154128577966,-10.924728136930725,4.46702596638544,5.2380260261591305,3.3331453363184416
0,0,25,75,0.217851991337351,0.22985733706430614,0.2398990492922228,0.24229985675387827,0.23125359541585652,2.509475632961011,-11.451668161744315,5.985577343367917,5.346337273284658,2.3359408222888134
0,0,25,85,0.22816300934960618,0.22037766072927223,0.22822931777844113,0.22384039516941845,0.21981372293987161,7.566291286735415,-11.825518046441164,3.482524628210969,3.13211425764868,1.8629775788013323
0,0,25,90,0.28892817204508514,0.24133716992723572,0.27771133047824154,0.25659815320049945,0.24315970307339735,12.666614153201813,-11.365863217200353,7.380611715088055,5.9221931685827816,2.184688730982098
0,0,30,0,0.20955824250802904,0.20889272555103297,0.20745606904088632,0.20906159295243934,0.21100797473576116,-8.056495466053253,-11.815214317593314,-0.11375194733147921,2.6127984492381873,2.6892479470926034
0,0,30,5,0.20861849779125127,0.21447427760369298,0.21206267519984687,0.2140341188544624,0.21983246889142544,-9.747861486873772,-11.755231700518163,-0.3891881332383554,3.3313926897297175,3.9099442072296453
0,0,30,15,0.20855569463095372,0.21265832861830686,0.21190000665900088,0.21587255361753246,0.21579316414780697,-8.73215104340497,-12.44727583135337,-0.4424633056082388,3.0579369609622287,3.3157493262546383
0,0,30,30,0.20869563797122942,0.2130937585642909,0.21281037981100193,0.21857300782157943,0.21730401013597578,-9.710632752386658,-12.21187210398243,-0.16389939586687494,3.4002396203749563,3.2096241015603058
0,0,30,45,0.21008358547781958,0.2127706618704866,0.2135066291081976,0.21659560449351675,0.21521289662781293,-6.104919329758959,-12.641438025296463,1.4735056310403059,3.0306865055879113,2.3451648022735085
0,0,30,60,0.21488971553670821,0.20794578055406887,0.2082992241329033,0.20865204864559178,0.20782143752020762,1.6400528657354083,-13.870821620005485,2.0251821749628656,2.0632947928140415,1.4019665482520791
0,0,30,75,0.21289569948220924,0.2178090312700642,0.22096097535492715,0.22048729024823405,0.21766706867438837,1.2336241847604472,-13.72827804850154,2.987754029757314,2.769022890923542,1.5532612930230425
0,0,30,85,0.22481372280997128,0.22374796443629327,0.2369388956189144,0.23417186264108733,0.22941742315183228,4.719685143136542,-13.980195412518814,3.93337283237258,3.342679026774198,1.3788226467666647
0,0,30,90,0.21479082308526146,0.21717521549010385,0.22043771740389956,0.2184583257736334,0.2191191580295321,6.1985639389767115,-13.691768566064717,2.568945868907262,2.351621702274007,1.5492858927124378
0,0,35,0,0.21412883816753456,0.21018807389806482,0.2093323452644188,0.21034801141338003,0.2106748219248929,-8.291361668560526,-13.408544755053931,-0.7789912590809113,2.2942484621916477,2.449950855943164
0,0,35,5,0.20776240911131183,0.20892058275549513,0.20787970334493225,0.20901884516910862,0.20949348342321253,-7.802382071593572,-13.534411153586074,0.35030590962228797,2.266202281769465,2.2777646154810016
0,0,35,15,0.2088196533410793,0.20737667556294062,0.20723319028509207,0.2076243872120855,0.2071646357094956,-3.1992757910777936,-13.545928125503098,1.3251381150906347,1.8373363071350206,1.6667203646894264
0,0,35,30,0.21035470262635841,0.2093239646583398,0.20920922800075534,0.21048919371392158,0.21034105635815742,-6.551790382865223,-13.888958567016555,0.983957606332775,2.089067594150403,1.8636048904810414
0,0,35,45,0.21386814615427824,0.20602772288121354,0.20641769407246938,0.20684541228743264,0.20653382206876308,-0.16978315306059177,-14.020363839362,1.185054563751493,1.7680560256447424,1.5096592004377922
0,0,35,60,0.2125761480227033,0.20807250075600145,0.2088470298867639,0.20806488702135664,0.20765707626436886,0.008808195426770775,-13.919771710770995,1.8145619111244147,1.8310839432912167,1.2456178025555642
0,0,35,75,0.21369795852666643,0.20669144365604195,0.20746258949582125,0.20729188766334508,0.2073056771423809,5.275656848621178,-13.993363037573474,1.9096977307774834,1.8187372726554458,1.5050275201030852
0,0,35,85,0.2139925636496481,0.20785108720579376,0.20992477175110108,0.2089791867402342,0.20842194126969676,7.197456750572204,-14.070799028892438,2.0222243658265633,1.9401611930588296,1.5391389921122807
0,0,35,90,0.2148874418753299,0.2057464377946336,0.206611606570415,0.20638832312791955,0.20611956411447055,7.93859912571687,-14.112856899160104,1.9323577499795852,1.8184296336972638,1.4419716321687108
0,0,40,0,0.21223623446836418,0.20761453669822785,0.20686887175077054,0.20757630080593212,0.20869180792046646,-8.026698472821126,-13.28266617486291,0.7953608827903846,2.0787795531694693,1.9389624075982907
0,0,40,5,0.2139356969473217,0.20664366810209087,0.20677778477102335,0.20709868523276864,0.20715309372408283,-7.633186794559244,-13.781064325631585,0.5941802717733193,1.9222865585051618,1.9426349882101748
0,0,40,15,0.21338994864775154,0.2062449818618539,0.20630010085515516,0.2066950040210572,0.2062907524864575,-2.816724486488751,-13.820654600280726,1.0169567214364093,1.6988412093379206,1.5426846980620184
0,0,40,30,0.20867901048133328,0.20688643447811744,0.20698236261857034,0.20772943165729688,0.2077936918235393,-7.92376302883336,-13.737856509947996,-0.09880118864533051,1.8041102630391412,1.7751496192604732
0,0,40,45,0.21056397360631615,0.20679691128359726,0.20736262409649917,0.2078700420558302,0.20766653630641815,-3.7000032398554983,-14.103422706634866,1.3792256334597197,1.8481979625374882,1.6105643084398236
0,0,40,60,0.21363344363624395,0.20599936591848417,0.20636399068938316,0.20628611277080944,0.2061139226349879,0.1879254648331877,-14.055851931251912,1.8574836539982433,1.8130177959695015,1.4899083830314224
0,0,40,75,0.21379614159162394,0.20654140725450854,0.20732505096860013,0.20767825002935794,0.20739194008809872,5.5811616635112395,-14.221396432451453,1.8344634735321503,1.7890007001771202,1.5338565922791907
0,0,40,85,0.21425843597684285,0.20641772811384473,0.20658742920372758,0.2071988121588764,0.20694741232280728,6.4190137071968305,-14.081232081767492,1.836800439375604,1.7633323227451168,1.530043935947718
0,0,40,90,0.21487451319607495,0.20753375856246742,0.20762882453999362,0.20801000952814624,0.20775178382910686,7.344240041136178,-14.087954824140539,1.8519381011024012,1.788350801898953,1.5229027257007988
0,0,45,0,0.21348239891783874,0.2063599364237843,0.2063095021336602,0.20647777246512636,0.20700958537411907,-7.784982484223165,-13.313316389484983,0.839570153741803,1.944917567254783,1.8746577979160866
0,0,45,5,0.21350733172998843,0.20663024685217646,0.2062741641272822,0.20667999397594972,0.206813753262692,-6.1899490305080285,-13.61555211177522,0.09663259468249599,1.7030185336268444,1.6385059700133398
0,0,45,15,0.2137797492837763,0.205987647306704,0.20617869095670371,0.20613947126224275,0.2061969713978413,2.2792986099921104,-13.990179378119478,0.9065044542577554,1.6454046238607116,1.4895689731969128
0,0,45,30,0.20881343231021696,0.20675372262783712,0.2067907348605666,0.20746135987816108,0.2072275416705653,-8.60311181538926,-13.905006801834217,1.004026050931414,2.024632581346922,1.8196543900644975
0,0,45,45,0.2102324295916712,0.20711220412663306,0.2079443395616545,0.20773668271516837,0.20797131226635243,-2.5365825897116645,-14.145369301766056,1.2389740616797995,1.7649691665933642,1.559086825272928
0,0,45,60,0.20933056426777158,0.2069303248501581,0.20734507823287743,0.20728256587661473,0.20751544137534333,-1.5546675451068916,-14.373638095603692,1.8443180187129053,1.9079599362692932,1.6316135518869133
0,0,45,75,0.21344918561831946,0.20593666588109663,0.20612080295360605,0.20614783713791413,0.2060345495563619,6.640342299486118,-13.93441815911334,1.8018630308821417,1.7433643467840163,1.4891683880782445
0,0,45,85,0.21446462440313105,0.20683294727684046,0.20715624885584905,0.20701695878028034,0.20664804983433138,7.037338524790621,-14.39102159399255,1.8728255622906502,1.7938126942782215,1.4964670728097926
0,0,45,90,0.21477263072274225,0.20599773857927184,0.20635046550084607,0.20617583628860017,0.20608014701090815,7.511951097867953,-14.342504177944281,1.8504873873775918,1.7924270553827353,1.4776055785580877
0,0,50,0,0.2107396241470034,0.20749075916014295,0.207017998096679,0.20751387484913086,0.20773093911513457,-5.7899719754485695,-13.908150896956592,1.476646504674839,1.7769531577775153,1.5644166320992392
0,0,50,5,0.21321782679620863,0.20632510936370155,0.20604143184369478,0.20650340240801435,0.20637075724355125,-2.1890622163174376,-13.87458908493474,0.8183587846892613,1.676054034698233,1.496516211525801
0,0,50,15,0.21351378797061782,0.20679090575103878,0.20629892952545018,0.20675351818378512,0.20663805273292757,-2.78403479561595,-13.926304934471418,0.21443103269863723,1.6889553516105447,1.4969642319320338
0,0,50,30,0.2138739437712113,0.20598397929180945,0.20621625636652033,0.20630030909812835,0.20611024670676295,-2.2770499580795094,-14.028393682493883,0.44232444199256826,1.3186126438172008,1.368016718789444
0,0,50,45,0.21386535355282504,0.20612733366465777,0.20633129883342186,0.20655444516861177,0.20631927007376105,-5.089984441265606,-14.284098343879378,1.3094151297041936,1.719284706910993,1.5023000293279651
0,0,50,60,0.21355783039958057,0.20580268967296597,0.20624897621097132,0.20639665325081136,0.2061875139105459,-1.5338953900370638,-14.56778888094789,1.87770457871856,1.8421642636320656,1.5707181239807155
0,0,50,75,0.2136496672221904,0.20583562406211509,0.2062692514107532,0.20627176418912638,0.20605443609659846,4.935317464306019,-14.483354270209109,1.8039660790520549,1.7564133793294843,1.5060665725636382
0,0,50,85,0.2139025280800147,0.20618318298951036,0.20664476595713838,0.2064983905158647,0.2063945307380534,5.981019204397273,-14.723941511178161,1.851018896416078,1.7943517256819517,1.5229021190985401
0,0,50,90,0.21336263235544695,0.2059706079455453,0.20627882529280137,0.2061265101906166,0.20608120670142963,7.41328277266593,-14.368340023151084,1.824512238347691,1.7676287609200791,1.4900568673012033
0,0,55,0,0.2134701859070506,0.2069103281890978,0.20671997261312128,0.20714399837260852,0.20716830619651824,-5.967574324075277,-13.940978723404626,0.8233584332876382,1.761539662524939,1.537144414088467
0,0,55,5,0.2104908479540188,0.20631119880731535,0.20645736517319327,0.20649735897036942,0.20649918011260043,-8.599652211163765,-13.870540330525635,-3.4696833186405636,1.0277241078831005,1.5506334021590182
0,0,55,15,0.21363352220860932,0.20590551268178803,0.2060568318981036,0.20605485325254652,0.2060544720426866,-5.177666793643256,-14.019192333431722,1.7537895787966231,1.7224021776279275,1.4965417141966135
0,0,55,30,0.21011016391145018,0.20609331074726242,0.20614391455695633,0.20622559263942825,0.2061923763154091,-3.8820190271162005,-14.004267498730563,0.8211551640999486,1.7131805693140614,1.5523319469736963
0,0,55,45,0.21358961044673128,0.20590765243196182,0.20605955886673605,0.20616005308849011,0.20608491809571522,-1.4142416616071387,-14.087212703517748,1.0125817747143036,1.707446499601171,1.3982408982841537
0,0,55,60,0.21365811415958139,0.2058654009617401,0.2059627875618293,0.2059949852338169,0.2059639759192776,5.458210993578822,-14.027890626801685,1.677212037169415,1.6404649674038851,1.4084666508061687
0,0,55,75,0.21367832396631833,0.2060142825046239,0.206095029979044,0.20610679874426271,0.20607738337002368,4.329416667860745,-14.423981615346118,1.7533331821504239,1.7175937422934782,1.4791489366273498
0,0,55,85,0.20805827822945022,0.19954605661978464,0.20112886220581835,0.20115631457905211,0.20063344937091304,6.985582834195618,-14.780758801285913,1.7834559568772463,1.734390470734367,1.4778328920108164
0,0,55,90,0.21495790643616028,0.20696491549425855,0.2077338438886526,0.20793012686013512,0.20781207040498387,7.715156405044693,-14.567114149198744,1.8261635682418456,1.7677437498775532,1.4866793374556324
0,0,60,0,0.21149260070272316,0.20715748151623467,0.20641495970422186,0.20738699834234378,0.20748159987465278,-8.743457424870243,-13.891547611975179,-2.297870796342682,1.7193366530473653,1.596565468286817
0,0,60,5,0.21147466945847015,0.20592574566804503,0.2060125642131379,0.2060575800839913,0.20601777408465388,-5.2539437380248,-13.954957669334611,0.2494206913940676,1.6325326829818718,1.3802468009395001
0,0,60,15,0.21365474679046878,0.20598811055223318,0.20603894520463809,0.20605195498498016,0.2060125356353719,2.6263275753985478,-15.488813763316095,1.2189688960627445,1.6523790434073353,1.4221175910769666
0,0,60,30,0.21385780521543948,0.2062251132159013,0.20614147717911915,0.2064342040860555,0.20623368868925598,-5.421885123255452,-14.165417426150384,0.6254552843547647,1.542789609335362,1.4346263709903329
0,0,60,45,0.21369040204357326,0.2060705624475225,0.2061433873668626,0.20622756835756295,0.2061775075291581,1.2529079663486755,-14.005792756029498,1.2593317847098944,1.6789462290271986,1.467155247037166
